ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
20030,"Miley Cyrus 'Vomits Diamonds,' Covers the Beatles With the Flaming Lips and  ...",http://www.zimbio.com/Miley+Cyrus/articles/HtzY5lhS_Gf/Miley+Cyrus+Vomits+Diamonds+Covers+Beatles,Zimbio,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.zimbio.com,1395167683300
20031,WHAT?! Miley Cyrus gets crying cat tattoo on inner lip and vomits diamonds,http://www.nowmagazine.co.uk/celebrity-news/551965/what-miley-cyrus-gets-crying-cat-tattoo-on-inner-lip-and-vomits-diamonds,Now Magazine Online,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.nowmagazine.co.uk,1395167683494
20032,Miley Cyrus New Tattoo: 'Adore You' Singer Inks 'Sad Kitty' On Inner Lip [PHOTOS],http://www.enstarz.com/articles/34964/20140317/miley-cyrus-new-tattoo-adore-you-singer-inks-sad-kitty-on-inner-lip-photos.htm,Enstarz,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.enstarz.com,1395167683745
20033,Wayne Coyne And Miley Cyrus Got High As Fuck And Recorded A Beatles  ...,http://www.stereogum.com/1670197/wayne-coyne-and-miley-cyrus-got-high-as-fuck-and-recorded-a-beatles-cover-with-mgmts-andrew-vanwyngarden/news/,Stereogum,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.stereogum.com,1395167683963
20034,"Miley Cyrus, what were you thinking?",http://www.holymoly.com/celebrity/news/miley-cyrus-what-were-you-thinking68816,Holy Moly\!,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.holymoly.com,1395167684206
20035,Watch The Flaming Lips and Miley Cyrus Play “Yoshimi” Together and Get Hit  ...,http://www.underthegunreview.net/2014/03/17/watch-the-flaming-lips-and-miley-cyrus-play-yoshimi-together-and-get-hit-with-bras/,Under the Gun Review,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.underthegunreview.net,1395167684406
20036,The Beatles are getting the Miley Cyrus treatment,http://wbco.com/news/030030-the-beatles-are-getting-the-miley-cyrus-treatment/,WBCO,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,wbco.com,1395167684575
20037,The Flaming Lips Team with Miley Cyrus For Beatles Cover,http://kroq.cbslocal.com/2014/03/17/the-flaming-lips-team-with-miley-cyrus-for-beatles-cover/,KROQ,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,kroq.cbslocal.com,1395167684802
20038,"Miley Cyrus, Flaming Lips singer Wayne Coyne record Beatles cover together",http://www.nydailynews.com/entertainment/music-arts/miley-cyrus-flaming-lips-team-beatles-cover-article-1.1724194,New York Daily News,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.nydailynews.com,1395167685004
20039,Miley Cyrus emoji causes a stir: Attention getter or something else,http://www.examiner.com/article/miley-cyrus-emoji-causes-a-stir-attention-getter-or-something-else,Examiner.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.examiner.com,1395167685288
20040,Miley Cyrus - Miley Cyrus Teams Up With Wayne Coyne For Beatles Cover,http://www.contactmusic.com/story/miley-cyrus-teams-up-with-wayne-coyne-for-beatles-cover_4113562,Contactmusic.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.contactmusic.com,1395167685473
20041,Miley Cyrus rolls a joint [PHOTO],http://dailycaller.com/2014/03/17/miley-cyrus-rolls-a-joint-photo/,Daily Caller,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,dailycaller.com,1395167685700
20042,Trending News The Flaming Lips to release 'Sgt. Pepper's Lonely Hearts Club  ...,http://www.musictimes.com/articles/4842/20140317/the-flaming-lips-sgt-pepper-covers-album.htm,Music Times,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.musictimes.com,1395167685986
20043,Miley tackling Beatles classic,http://www.irishexaminer.com/breakingnews/entertainment/miley-tackling-beatles-classic-625277.html,Irish Examiner,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.irishexaminer.com,1395167686169
20044,"Miley Cyrus, Flaming Lips collaboration in the works for 'Sgt. Pepper' cover  ...",http://www.musictimes.com/articles/4811/20140317/miley-cyrus-flaming-lips-collaboration-works-sgt-pepper-cover-album.htm,Music Times,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.musictimes.com,1395167686363
20045,Miley Cyrus records cover of The Beatles' 'Lucy in the Sky with Diamonds' with  ...,http://www.sugarscape.com/main-topics/music/1025817/miley-cyrus-records-cover-beatles-lucy-sky-diamonds-flaming-lips-frontman-,Sugarscape,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.sugarscape.com,1395167686548
20046,"Miley Cyrus craps on the Beatles, and is high while doing it!",http://moviepilot.com/posts/2014/03/17/miley-cyrus-craps-on-the-beatles-and-is-high-while-doing-it-1279291,moviepilot.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,moviepilot.com,1395167686766
20047,Miley Cyrus gets yellow lip tattoo,http://www.realitytvworld.com/news/miley-cyrus-gets-yellow-lip-tattoo-1039402.php,Reality TV World,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.realitytvworld.com,1395167687084
20048,Miley Cyrus and Flaming Lips Prolong Their Lovefest With Beatles Cover,http://www.spin.com/articles/flaming-lips-miley-cyrus-sgt-pepper-lucy/,SPIN,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.spin.com,1395167687270
20049,Here Is a Picture of Miley Cyrus Rolling a Joint,http://www.vulture.com/2014/03/here-is-a-picture-of-miley-cyrus-rolling-a-joint.html,Vulture,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.vulture.com,1395167687524
20050,Rolling Papers: Miley Cyrus & Flaming Lips Singer Get “High As F*ck” During  ...,http://globalgrind.com/2014/03/17/miley-cyrus-flaming-lips-singer-wayne-coyne-get-high-smoke-weed-studio-session-photos/,Global Grind,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,globalgrind.com,1395167687715
20051,"The Flaming Lips, Tame Impala, MGMT and Miley Cyrus Team Up For Beatles  ...",http://www.jambands.com/news/2014/03/17/the-flaming-lips-tame-impala-mgmt-and-miley-cyrus-team-up-for-beatles-cover-album,jambands.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.jambands.com,1395167688001
20052,Oh Dear! Miley Cyrus' Lip Tattoo Is Already Giving Her Problems,http://www.entertainmentwise.com/news/143819/1/Oh-Dear-Miley-Cyrus-Lip-Tattoo-Is-Already-Giving-Her-Problems,Entertainmentwise,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.entertainmentwise.com,1395167688178
20053,Miley Cyrus and Flaming Lips collaboration is track for band's Beatles cover album,http://www.nme.com/news/flaming-lips/76129,NME.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.nme.com,1395167688354
20054,"Flaming Lips Working with MGMT, Miley Cyrus and More for 'Sgt. Pepper's  ...",http://exclaim.ca/News/flaming_lips_working_with_mgmt_miley_cyrus_more_for_sft_peppers_lonely_hearts_club_band_remake,Exclaim\!,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,exclaim.ca,1395167688545
20055,Miley Cyrus' New Sad Cat Emoji Lip Tattoo Raises The Bar For Lip Tats  ...,http://buzzworthy.mtv.com/2014/03/17/miley-cyrus-cat-emoji-lip-tattoo/,MTV.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,buzzworthy.mtv.com,1395167688714
20056,The Flaming Lips are recording a Sgt. Pepper's covers album,http://consequenceofsound.net/2014/03/the-flaming-lips-to-release-sgt-peppers-covers-album/,Consequence of Sound,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,consequenceofsound.net,1395167688915
20057,Lawsuit Filed Over Miley Cyrus' Tongue Slide From Bangerz Tour | News,http://stupiddope.com/2014/03/17/lawsuit-filed-over-miley-cyrus-tongue-slide-from-bangerz-tour-news/,stupidDOPE.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,stupiddope.com,1395167689117
20058,"The Flaming Lips and Miley Cyrus Played ""Yoshimi"" Together Again, Got Pelted  ...",http://pitchfork.com/news/54347-the-flaming-lips-and-miley-cyrus-played-yoshimi-together-again-got-pelted-with-bras-watch/,Pitchfork Media,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,pitchfork.com,1395167689285
20059,Miley Cyrus pictured 'rolling a joint',http://www.u.tv/Entertainment/Miley-Cyrus-pictured-rolling-a-joint/ed697c8e-a959-44a9-9fe8-840d94a33fa4,U.TV,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.u.tv,1395167689505
20060,This Is What It Looks Like When Miley Cyrus Rolls A Joint,http://www.huffingtonpost.com/2014/03/17/miley-cyrus-rolls-joint_n_4978669.html,Huffington Post,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.huffingtonpost.com,1395167689698
20061,Miley Cyrus planning cover of Beatles' 'Lucy in the Sky with Diamonds',http://iwantpop.com/7052/miley-cyrus-planning-cover-of-beatles-lucy-in-the-sky-with-diamonds/,iWantPop,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,iwantpop.com,1395167690075
20062,Miley Cyrus got a crying kitten Emoji tattoo in her mouth,http://www.philly.com/philly/blogs/trending/Miley-Cyrus-got-a-crying-cat-tattoo-in-her-mouth.html,Philly.com \(blog\),e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.philly.com,1395167690251
20063,Miley Cyrus shows off lip tattoo,http://jam.canoe.ca/Celebrities/2014/03/17/21538361-wenn-story.html\?cid=rssentertainment,CANOE,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,jam.canoe.ca,1395167690438
20064,"Miley Cyrus at Toyota Center, 3/16/2014",http://blogs.houstonpress.com/rocks/2014/03/miley_cyrus_at_toyota_center_3.php,Houston Press \(blog\),e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,blogs.houstonpress.com,1395167690642
20065,Need To Know: Miley Cyrus Shows Off New Meow-Worthy Tattoo,http://emag.co.uk/need-to-know-miley-cyrus-shows-off-new-meow-worthy-tattoo/85168,Emag.co.uk,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,emag.co.uk,1395167690850
20066,Did Miley Cyrus Tattoo Her Inner Lip With A Sad Yellow Kitty?,http://www.huffingtonpost.com/2014/03/15/miley-cyrus-tattoo-inner-lip_n_4971388.html,Huffington Post,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.huffingtonpost.com,1395167691203
20067,Miley Cyrus Shows Off New 'Sad Kitty' Tattoo On Inner Lip,http://emag.co.uk/miley-cyrus-shows-off-new-sad-kitty-tattoo-on-inner-lip/84489,Emag.co.uk,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,emag.co.uk,1395167691440
20068,Miley Cyrus Lip Tattoo: Such a Sad Kitty...,http://www.thehollywoodgossip.com/2014/03/miley-cyrus-lip-tattoo-such-a-sad-kitty/,The Hollywood Gossip,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.thehollywoodgossip.com,1395167691624
20069,Miley Cyrus caught rolling a joint,http://jam.canoe.ca/Celebrities/2014/03/15/21536121-wenn.html,CANOE,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,jam.canoe.ca,1395167691823
20070,Jared Leto Instagram 2014 TONGUE PHOTO: 'Dallas Buyers Club' Actor Pulls a  ...,http://www.beautyworldnews.com/articles/8274/20140314/jared-leto-instagram-2014-tongue-photo-dallas-buyers-club-actor-pulls-a-miley-cyrus-sports-dark-sunglasses-in-cute-picture.htm,Beauty World News,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.beautyworldnews.com,1395167692076
20071,Miley Cyrus reveals new 'sad kitty' tattoo on inside of her lip,http://www.dailymail.co.uk/tvshowbiz/article-2581513/Miley-Cyrus-rolls-suspicious-looking-cigarette-reveals-new-sad-kitty-tattoo-inside-lip.html,Daily Mail,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,www.dailymail.co.uk,1395167692599
20072,Miley Cyrus Is Hot Doggone Cute As A Big Wiener! See The Photo You're Sure  ...,http://perezhilton.com/2014-03-14-miley-cyrus-hot-dog-instagram-photo-selfie,PerezHilton.com,e,dfanD-wFxAP2_XM8C2iej3W9oCZgM,perezhilton.com,1395167693192
20073,'Muppets Most Wanted': A European tour de farce,http://www.troyrecord.com/arts-and-entertainment/20140318/muppets-most-wanted-a-european-tour-de-farce,Troy Record,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.troyrecord.com,1395168010082
20074,Miss Piggy fixed Celine Dion's high notes,http://www.caledonenterprise.com/whatson-story/4417869-miss-piggy-fixed-celine-dion-s-high-notes/,Caledon Enterprise,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.caledonenterprise.com,1395168010244
20075,"'Muppets Most Wanted' Finds Film's Stars In Selfies, Plus Interview With Ricky  ...",http://www.huffingtonpost.co.uk/2014/03/18/muppets-most-wanted-selfies-ricky-gervais-tina-fey-interview_n_4986694.html\?utm_hp_ref=uk,Huffington Post UK,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.huffingtonpost.co.uk,1395168010437
20076,Human actors gush about working with 'Muppet' stars,http://www.chron.com/entertainment/movies/article/Human-actors-gush-about-working-with-Muppet-5327814.php,Houston Chronicle,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.chron.com,1395168010647
20077,THE MOST DANGEROUS PUPPET,"http://folioweekly.com/THE-MOST-DANGEROUS-PUPPET,9258",Folio Weekly,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,folioweekly.com,1395168010999
20078,Ricky Gervais and Evil Kermit Talk 'Muppets Most Wanted',http://www.hitfix.com/news/ricky-gervais-and-evil-kermit-talk-muppets-most-wanted,HitFix,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.hitfix.com,1395168011276
20079,"Jimmy Fallon, Kermit the Frog Celebrate St. Patrick's Day With Duet (Video)",http://www.hollywoodreporter.com/live-feed/jimmy-fallon-kermit-duet-video-689336,Hollywood Reporter,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.hollywoodreporter.com,1395168011511
20080,"'Muppets Most Wanted:' Gervais, Fey, Burrell join Kermit and the gang for  ...",http://www.sbsun.com/arts-and-entertainment/20140318/muppets-most-wanted-gervais-fey-burrell-join-kermit-and-the-gang-for-adventure-caper,San Bernardino Sun,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.sbsun.com,1395168011729
20081,Miss Piggy talks Muppets Most Wanted,http://www.cbc.ca/news/arts/miss-piggy-talks-muppets-most-wanted-1.2577108,CBC.ca,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.cbc.ca,1395168011971
20082,Miss Piggy says she fixed some of Celine Dion's high notes on 'Muppets' duet,http://medicinehatnews.com/entertainment/entertainment-news/2014/03/18/miss-piggy-says-she-fixed-some-of-celine-dions-high-notes-on-muppets-duet/,Medicine Hat News,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,medicinehatnews.com,1395168012424
20083,Check Out This Photo Gallery Of Selfies By The Muppets,http://www.geeksofdoom.com/2014/03/18/check-out-this-photo-gallery-of-selfies-by-the-muppets,Geeks of Doom,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.geeksofdoom.com,1395168012610
20084,Miss Piggy fixed Celine Dion's notes,http://www.therecord.com/whatson-story/4417869-miss-piggy-fixed-celine-dion-s-notes/,Waterloo Record,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.therecord.com,1395168012911
20085,Kermit the Frog on Muppets magic,http://www.cnbc.com/id/101503363,CNBC.com,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.cnbc.com,1395168013171
20086,Miss Piggy says she had to fix some of Dion's notes on 'Muppets' duet,http://www.cp24.com/entertainment-news/miss-piggy-says-she-had-to-fix-some-of-dion-s-notes-on-muppets-duet-1.1734554,CP24 Toronto's Breaking News,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.cp24.com,1395168013356
20087,"Miss Piggy says she, not Celine Dion, is prima donna porker",http://www.ctvnews.ca/entertainment/miss-piggy-says-she-not-celine-dion-is-prima-donna-porker-1.1734555,CTV News,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.ctvnews.ca,1395168013549
20088,Miss Piggy says she had to fix some of Celine Dion's notes on 'Muppets' duet,http://medicinehatnews.com/entertainment/entertainment-news/2014/03/18/miss-piggy-says-she-had-to-fix-some-of-celine-dions-notes-on-muppets-duet/,Medicine Hat News,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,medicinehatnews.com,1395168013757
20089,'Muppets Most Wanted': Ricky Gervais and Constantine slam their co-stars  ...,http://blog.zap2it.com/pop2it/2014/03/muppets-most-wanted-ricky-gervais-and-constantine-slam-their-co-stars-compare-karl-pilkington-to-a-m.html,Zap2it.com \(blog\),e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,blog.zap2it.com,1395168013944
20090,"Kermit Sang ""It's Not Easy Being Green"" on The Tonight Show With Jimmy Fallon",http://www.geekosystem.com/kermit-easy-being-green/,Geekosystem,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.geekosystem.com,1395168014312
20091,'Naked' Kermit: Tina Fey licks me in new 'Muppets' movie,http://www.today.com/entertainment/naked-kermit-tina-fey-licks-me-new-muppets-movie-2D79392420,Today.com,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.today.com,1395168014505
20092,Exclusive: First look at the new Club Penguin in-game party takeover: Join the  ...,http://www.irishmirror.ie/female/family/exclusive-first-look-new-club-3256630,Irish Mirror,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.irishmirror.ie,1395168014690
20093,'Blacklist' Actor James Spader And Kermit The Frog Appear On 'The Tonight Show',http://www.designntrend.com/articles/11803/20140318/jimmy-fallon-brings-alongs-james-spader-kermit-the-frog-and-black-47-for-mondays-episode-of-the-tonight-show.htm,Design \& Trend,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.designntrend.com,1395168014900
20094,Jimmy Fallon Welcomes Kermit the Frog on “The Tonight Show”,http://emag.co.uk/jimmy-fallon-welcomes-kermit-the-frog-on-the-tonight-show/86582,Emag.co.uk,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,emag.co.uk,1395168015069
20095,Miss Piggy believes in Céline Dion,http://www.tv3.ie/entertainment_article.php\?locID=1.803.874&amp;article=129289,TV3.ie,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.tv3.ie,1395168015269
20096,"WATCH: Fallon, Kermit the Frog Sing Away St. Patrick's Day",http://www.nbcbayarea.com/entertainment/entertainment-news/Jimmy-Fallon-Kermit-the-Frog-St-Patricks-Day-Its-Not-Easy-Bein-Green-250731831.html,NBC Bay Area,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.nbcbayarea.com,1395168015472
20097,Review: 'Muppets Most Wanted' Is A Terrific Muppet Movie,http://www.forbes.com/sites/scottmendelson/2014/03/18/review-muppets-most-wanted-is-a-winning-comic-sequel/,Forbes,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.forbes.com,1395168015782
20098,VIDEO: JIMMY FALLON & Kermit Sing 'It's Not Easy Being Green',http://www.broadwayworld.com/bwwcomedy/article/VIDEO-JIMMY-FALLON-Kermit-Sing-Its-Not-Easy-Being-Green-20140318,Broadway World,e,d74fCAF0Hb78fvMr6iEuuX6HoXQ7M,www.broadwayworld.com,1395168015983
