url,type
www.smartlab.dibe.unige.it/sw_svm.aspx,phishing
www.fortran.com/F77_std/rjcnf.html,phishing
www.fortran.com/fortran/fcd_announce.html,phishing
www.fortran.com/fortran/F77_std/rjcnf0001.html,phishing
www.fortran.bcs.org/2006/ukfortran06.pdf,phishing
www.korf.co.uk/fortran_1.html,phishing
www.fortran.com/f95ts.html,phishing
www.vcpc.univie.ac.at/activities/projects/FITS/,phishing
www-hermes.desy.de/ww/f77prob.html,phishing
www.fortran.com/fortran/makemake.perl,phishing
polaris.cs.uiuc.edu/polaris/polaris-old.html,phishing
www.tux.org/~milgram/ftnchekel.html,phishing
www.gnu.org/software/libmatheval/,phishing
dust.ess.uci.edu/f/,phishing
sourceforge.net/projects/fortunit,phishing
www.cerfacs.fr/algor/Softs/PRECISE/precise.html,phishing
wolfram.schneider.org/bsd/7thEdManVol2/ratfor/ratfor.html,phishing
sourceforge.net/projects/g95-xml/,phishing
people.arsc.edu/~kate/Perl/,phishing
sourceforge.net/projects/fortranxunit,phishing
pagesperso-orange.fr/yapakit.fortran/,phishing
www.macresearch.org/tcbuild-new-build-tool-fortran,phishing
code.google.com/p/foraytool/,phishing
objexx.com/ObjexxFTK.html,phishing
code.google.com/p/f90tohtml/,phishing
personal.inet.fi/private/erikedelmann/makedepf90/,phishing
www.theochem.uwa.edu.au/fortran/recompile/,phishing
www.geos.ed.ac.uk/homes/hcp/fmkmf/,phishing
rcwww.kek.jp/research/egs/epub/user/trebor/winmort.html,phishing
sepwww.stanford.edu/doku.php?id=sep:software:ratfor,phishing
www.eclipse.org/photran/,phishing
wci.llnl.gov/codes/basis/,phishing
dpdx.net/software/tex/f95totex/,phishing
erikdemaine.org/software/f90doc/,phishing
www-unix.mcs.anl.gov/autodiff/ADIFOR/,phishing
archives.math.utk.edu/software/msdos/numerical.analysis/grad/.html,phishing
cpc.cs.qub.ac.uk/summaries/ADLS,phishing
www-sop.inria.fr/tropics/,phishing
cpc.cs.qub.ac.uk/cpc/cgi-bin/showversions.pl/?catid=ADXR,phishing
www.cleanscape.net/products/,phishing
www.lahey.com/check.htm,phishing
www.polyhedron.com/pf/plusfort.html,phishing
www.visualstrongtype.com/download.html,phishing
www.netlib.org/floppy/,phishing
www.deater.net/weave/vmwprod/f77_diagram/,phishing
drn.digitalriver.com/product.php[id]16268[cid]125[SiteID]macesoftware,phishing
drn.digitalriver.com/product.php[id]2995[SiteID]macesoftware,phishing
www.crescentbaysoftware.com/end_user.html,phishing
www.fortran.com/fortran/diagram.html,phishing
www.nag.com/nagware/NQ.asp,phishing
www.download.com/OmegaChart/3000-2383_4-10309559.html,phishing
spdg1.sci.shizuoka.ac.jp/f77chk/indexe.html,phishing
www.unb.ca/fredericton/science/chem/ajit/tidy/,phishing
cpc.cs.qub.ac.uk/SyntaxChecker.html,phishing
www.dsm.fordham.edu/~ftnchek/,phishing
research.att.com/~yifanhu/SOFTWARE/FCAT/,phishing
galileo.phys.virginia.edu/classes/551.jvn.fall01/ftran202.htm,phishing
www.ps.uci.edu/~tomba/fh2h/,phishing
sourceforge.net/projects/f2matlab/,phishing
sourceforge.net/projects/matlab2fmex/,phishing
www.wolfram.com/products/applications/mathcodef90/,phishing
amiller.nmsu.edu/ezup.html,phishing
www.crescentbaysoftware.com/vast_77to90.html,phishing
icl.cs.utk.edu/f2j/,phishing
it.slashdot.org/article.pl?sid=05/04/30/1749205,phishing
en.wikipedia.org/wiki/Fortress_(programming_language),phishing
lambda-the-ultimate.org/node/673,phishing
www.3-rivers.com/software/,phishing
www.scripting.com/thea/,phishing
www.spinwardstars.com/frontier/,phishing
scriptdigital.com/fnt/frontierNewbieToolbox.html,phishing
static.userland.com/userLandDiscussArchive/msg022178.html,phishing
www.scripting.com/matt/scriptingTutorial/,phishing
www.scripting.com/frontier/netScripting/webScripting.html,phishing
www.scripting.com/frontier/beginning/,phishing
old.scriptmeridian.org/projects/regex/,phishing
media.macrobyte.net/scripting/frontier/suites/labels.html,phishing
users.erols.com/asg/tcpcmd/,phishing
media.macrobyte.net/scripting/frontier/html/siteliner.html,phishing
www.orange-road.com/root/suites/Mail2FM.html,phishing
www.es-designs.com/download/webtools/index.html,phishing
www.spinwardstars.com/frontier/suites/,phishing
www.mathematik.uni-marburg.de/~loogen/,phishing
www.cs.nott.ac.uk/~gmh/faq.html,phishing
www.soi.city.ac.uk/~ross/Hope/,phishing
www.cs.kent.ac.uk/people/staff/cr3/FP/,phishing
homepages.inf.ed.ac.uk/wadler/realworld/,phishing
homepages.inf.ed.ac.uk/wadler/topics/monads.html,phishing
pll.cpsc.ucalgary.ca/charity1/www/home.html,phishing
en.wikipedia.org/wiki/Functional_programming,phishing
www.mathematik.uni-marburg.de/~eden/,phishing
web.cecs.pdx.edu/~antoy/Courses/TPFLP/lectures/MONADS/Noel/research/monads.html,phishing
www.cis.upenn.edu/~dsl/PLAN/,phishing
groups.inf.ed.ac.uk/links/,phishing
www.madore.org/~david/programs/unlambda/,phishing
www.linuxjournal.com/node/1000217/,phishing
people.cis.ksu.edu/~bhoward/lemon.html,phishing
wiki.portal.chalmers.se/agda/,phishing
www.cse.chalmers.se/~rjmh/tutorials.html,phishing
www.cse.chalmers.se/~rjmh/Papers/whyfp.html,phishing
www-i2.informatik.rwth-aachen.de/Forschung/FP/,phishing
www.cs.bris.ac.uk/~ian/Functional/index.html,phishing
www.cs.sfu.ca/research/groups/Logic-Functional.html,phishing
www.cs.ucl.ac.uk/isrg/,phishing
www.dcs.warwick.ac.uk/research/tapp/,phishing
www.informatik.uni-kiel.de/inf/Kluge/,phishing
www.ipl.t.u-tokyo.ac.jp/papers.html#FP,phishing
wwwfun.kurims.kyoto-u.ac.jp/index.html,phishing
www.dcs.gla.ac.uk/fp/,phishing
www.inf.ed.ac.uk/research/lfcs/,phishing
www.macs.hw.ac.uk/~dsg/,phishing
www.cs.nott.ac.uk/Research/fop/,phishing
www.comlab.ox.ac.uk/ralf.hinze/WG2.8/,phishing
www.cs.york.ac.uk/plasma/,phishing
www.haskell.org/haskellwiki/Ghent_Functional_Programming_Group,phishing
www.bayfp.org/blog/,phishing
www.haskell.org/haskellwiki/User_groups,phishing
www.alu.org/alu/home,phishing
en.wikipedia.org/wiki/Garbage_collection_(computer_science),phishing
en.wikipedia.org/wiki/Memory_management,phishing
www.ipipan.gda.pl/~marek/objects/faq/oo-faq-S-3.12.html,phishing
c2.com/cgi/wiki?GarbageCollection,phishing
www.lighthouse3d.com/opengl/glsl/,phishing
nehe.gamedev.net/data/articles/article.asp?article=21,phishing
www.ozone3d.net/tutorials/glsl_texturing.php,phishing
en.wikipedia.org/wiki/GLSL,phishing
www.davidcornette.com/glsl/,phishing
http.download.nvidia.com/developer/SDK/Individual_Samples/samples.html,phishing
www.opengl.org/registry/doc/GLSLangSpec.Full.1.20.8.pdf,phishing
www.scs.leeds.ac.uk/hill/GOEDEL/expgoedel.html,phishing
www2.latech.edu/~acm/helloworld/haskell.html,phishing
en.wikipedia.org/wiki/Haskell_programming_language,phishing
scienceblogs.com/goodmath/2006/11/why_haskell.php,phishing
haskell.org/hoogle/,phishing
www.nedit.org/ftp/contrib/highlighting/haskell.pats,phishing
eclipsefp.sourceforge.net/haskell/,phishing
www.haskell.org/haskellwiki/Emacs,phishing
zvon.org/other/haskell/Outputglobal/index.html,phishing
www.di.uminho.pt/afp98/PAPERS/Tutorial.ps,phishing
www.engr.mun.ca/~theo/Misc/haskell_and_monads.htm,phishing
www.cs.kent.ac.uk/people/staff/sjt/craft2e/,phishing
www.amazon.com/exec/obidos/ASIN/0201342758,phishing
en.wikibooks.org/wiki/Haskell,phishing
www.onlamp.com/pub/a/onlamp/2007/05/21/an-introduction-to-haskell---part-1-why-haskell.html,phishing
www.mrtc.mdh.se/projects/DFH/,phishing
www.cs.york.ac.uk/fp/nhc98/,phishing
www.scdi.org/~avernet/projects/jaskell/,phishing
www.haskell.org/ghc/,phishing
www.cs.uu.nl/helium/,phishing
www.haskell.org/hugs/,phishing
web.cecs.pdx.edu/~mpj/goferarc/,phishing
web.cecs.pdx.edu/~mpj/hugsarc/,phishing
www.macs.hw.ac.uk/~dsg/gdh/,phishing
www.macs.hw.ac.uk/~dsg/gph/,phishing
csg.csail.mit.edu/projects/languages/ph.shtml,phishing
www.haskell.org/haskellwiki/Template_Haskell,phishing
www.cse.chalmers.se/~rjmh/Software/h++.html,phishing
www.cse.chalmers.se/~patrikj/poly/polyp/,phishing
www.dcs.gla.ac.uk/fp/software/haggis/,phishing
www.volker-wysk.de/mysql-hs/,phishing
www.cse.unsw.edu.au/~chak/haskell/ctk/,phishing
www.cse.unsw.edu.au/~chak/haskell/gtk/,phishing
members.tripod.com/~sproot/hasql.htm,phishing
sourceforge.net/projects/jvm-bridge/,phishing
programatica.cs.pdx.edu/House/,phishing
ogi.altocumulus.org/~hallgren/ICFP2005/,phishing
en.wikipedia.org/wiki/House_(operating_system),phishing
www.cse.unsw.edu.au/~chak/haskell/VersionTool/,phishing
people.cs.uu.nl/andres/lhs2tex/,phishing
www.neatware.com/lbstudio/web/hlsl.html,phishing
www.talula.demon.co.uk/hlsl_fragments/hlsl_fragments.html,phishing
www.riemers.net/eng/Tutorials/DirectX/Csharp/series3.php,phishing
www.ohloh.net/projects/3876,phishing
msdn.microsoft.com/en-us/library/bb509638.aspx,phishing
msdn.microsoft.com/en-us/library/bb173495.aspx,phishing
msdn.microsoft.com/en-us/library/bb313969.aspx,phishing
sourceforge.net/projects/ici/,phishing
www.cs.arizona.edu/icon/jcon/index.htm,phishing
www.cs.arizona.edu/icon/,phishing
www2.latech.edu/~acm/helloworld/icon.html,phishing
www.tools-of-computing.com/tc/CS/iconprog.pdf,phishing
unicon.sourceforge.net/utr/utr2/utr2a.html,phishing
infohost.nmt.edu/tcc/help/lang/icon/,phishing
cow.mooh.org/idl.shtml,phishing
www.dfanning.com/documents/books.html,phishing
www.dfanning.com/tips/how_mpeg.html,phishing
www.dfanning.com/tips/hdf_documentation.html,phishing
www.adass.org/adass/proceedings/adass94/landsmanw.html,phishing
www.wkonline.com/d/INTERCAL.html,phishing
www.muppetlabs.com/~breadbox/intercal/,phishing
www.ofb.net/~jlm/intercal.html,phishing
www.muppetlabs.com/~breadbox/intercal-man/,phishing
catb.org/~esr/intercal/,phishing
catb.org/~esr/intercal/iperl.html,phishing
www2.latech.edu/~acm/helloworld/Intercal.html,phishing
www.cse.unsw.edu.au/~malcolmr/intercal/threaded.html,phishing
www.ofb.net/~jlm/howell.html,phishing
webonastick.com/intercal.html,phishing
free-compilers.sharnoff.org/LANG/INTERCAL-1.html,phishing
www.cs.cmu.edu/afs/cs/project/mach/public/www/doc/abstracts/mig.html,phishing
www.softintegration.com/products/,phishing
www.oche.de/~akupries/ics_lang.html,phishing
en.wikipedia.org/wiki/Bytecode,phishing
ratbert.josvisser.nl/opencomal/,phishing
www.macharsoft.co.uk/opencomal/opencomal1.html,phishing
freshmeat.net/projects/opencomal/?topic_id=49,phishing
www.nongnu.org/nsl/,phishing
savannah.nongnu.org/projects/nsl/,phishing
en.wikipedia.org/wiki/Io_programming_language,phishing
article.gmane.org/gmane.comp.lib.gnustep.general/26371/,phishing
ozone.wordpress.com/2006/03/15/blame-it-on-io/,phishing
tech.groups.yahoo.com/group/iolanguage/,phishing
en.wikipedia.org/wiki/Java_(programming_language),phishing
www.oracle.com/technetwork/java/,phishing
freespace.virgin.net/martin.mamo/fanagram.html,phishing
www.oursland.net/projects/regexp/,phishing
www.anything3d.com/product/webutils/,phishing
yodel.net/old/java/java.html,phishing
www.aniyog.com/java/applet_gallery.htm,phishing
www.sferyx.com/htmleditorapplet/,phishing
www.epiphyte.ca/code/synth.html,phishing
www.cvkimball.com/Analyze/Analyze.html,phishing
java.sun.com/sfaq/,phishing
home.scarlet.be/yvan_martens/rug/RUGApplet.html,phishing
www.cs.princeton.edu/sip/JavaFilter/,phishing
www.teutoburgo.tk/java/indexJavaEn.html,phishing
www.ericharshbarger.org/java/,phishing
members.tripod.com/~nrsenthil/index.html,phishing
www.codebelly.com/java/,phishing
java.arcadevillage.com/applets/index.html,phishing
www.javascriptkit.com/java/index.shtml,phishing
virtig01.fateback.com/applets/,phishing
www.jzoo.com/java/,phishing
www.users.globalnet.co.uk/~tobllo/java/contents.htm,phishing
hp.vector.co.jp/authors/VA012735/index_en.html,phishing
antimony69.tripod.com/dg_info.html,phishing
www.cellspark.com/apaint.html,phishing
www.apl.jhu.edu/~hall/java/Java-from-JavaScript.html,phishing
www.apl.jhu.edu/~hall/java/JavaScript-from-Java.html,phishing
www.suitable.com/docs/signing.html,phishing
www.htmlgoodies.com/beyond/java/index.php,phishing
www.brendonwilson.com/projects/signed-java/,phishing
www.radinks.com/sftp/applet.php,phishing
www.jscape.com/sftpapplet/,phishing
www.jscape.com/ftpapplet/,phishing
www.utechsoft.com/products/unlimitedftp/,phishing
www.utechsoft.com/products/uupload/,phishing
cgibin.erols.com/ziring/cgi-bin/spiro.pl/spiro.html,phishing
www.6sense.com/applets/,phishing
izhuk.com/painter/,phishing
www.wordsmith.org/~anu/java/spirograph.html,phishing
larrymears.tripod.com/vecta.htm,phishing
izhuk.com/imaging/,phishing
r0k.us/graphics/SIHwheel.html,phishing
home.scarlet.be/yvan_martens/fractal/sierpinski/fractal.html,phishing
vsr.informatik.tu-chemnitz.de/~jan/FLI/FlicFile.html,phishing
vsr.informatik.tu-chemnitz.de/~jan/MPEG/MPEG_Play.html,phishing
www.mugshots.com/applet/,phishing
www.cosc.canterbury.ac.nz/people/mukundan/JavaP.html,phishing
www.ambromley.co.uk/fizz.html,phishing
www.croftsoft.com/portfolio/backpropxor/,phishing
www.java4less.com/applet_tree_menu_e.htm,phishing
scrollingmenu.tripod.com/home.html,phishing
www.jpowered.com/tree/,phishing
scand.com/products/awtx/,phishing
www.web-media.fr/applets/,phishing
www.secretplus.com/animatedmenu/menuone.html,phishing
home.arcor.de/lebedkov/,phishing
www.apycom.com/apmenu/,phishing
www.immedia.com/actionbars/,phishing
www.teutoburgo.tk/java/jsitemap.html,phishing
sourceforge.net/projects/dcl/,phishing
sourceforge.net/projects/kontor/,phishing
herzberg.ca.sandia.gov/jess/,phishing
sourceforge.net/projects/antichess,phishing
www.cs.cmu.edu/~trb/TeamBots/src/JCye/index.html,phishing
www.thinkfree.com/common/main.tfo,phishing
www.jonelo.de/java/nc/,phishing
www.darwinsys.com/jabadex/,phishing
www.kaon.com/software/swmeson.html,phishing
sourceforge.net/apps/mediawiki/cdk/index.php?title=JChemPaint,phishing
sourceforge.net/projects/gnutmeg/,phishing
sourceforge.net/projects/weirdx/,phishing
sourceforge.net/projects/treasureland/,phishing
sourceforge.net/projects/jazilla/,phishing
javassh.org/space/start,phishing
www.appgate.com/products/80_MindTerm/,phishing
members.tripod.com/tanmaykm/work/download/ProProxy.zip,phishing
anon.inf.tu-dresden.de/index_en.html,phishing
www.securityfocus.com/news/6779,phishing
www.securityfocus.com/archive/1/335294,phishing
www.dallaway.com/sloppy/,phishing
www.ohardt.com/mailbridge/,phishing
sourceforge.net/projects/zeeproxy/,phishing
www.jcraft.com/weirdx/,phishing
www.w3.org/Jigsaw/,phishing
java.sun.com/developer/technicalArticles/Networking/Webserver/,phishing
home.arcor.de/hirnstrom/pled/index.html,phishing
tanmaykm.tripod.com/work/javawork.html,phishing
www.trustice.com/java/tar/,phishing
www.angelfire.com/on/vkjava/,phishing
members.tripod.com/tanmaykm/work/javawork.html,phishing
www.jonelo.de/java/jacksum/,phishing
sourceforge.net/projects/timecalc/,phishing
www.launchsoftware.com/A555F9/jj2.nsf/displayall/JavaDiff_11.htm,phishing
www.inetfeedback.com/jarscan/,phishing
www.examsguide.com/opensource/inoursite.html,phishing
www.cete.com/Products/DynamicPDFforJava/Merger.csp,phishing
www.ryanheise.com/software/rheise.os/,phishing
www.acme.com/java/software/WebCopy.html,phishing
www.acme.com/java/software/WebCat.html,phishing
www.matuschek.net/jobo/,phishing
www.trustice.com/java/gallery/,phishing
p2p.wrox.com/default.asp?CAT_ID=19,phishing
tech.groups.yahoo.com/group/portlets/,phishing
www.tek-tips.com/threadminder.cfm?pid=269,phishing
www.ibm.com/developerworks/forums/dw_jforums.jspa,phishing
web.vee.net/projects/vnetclasslibrary/,phishing
www.cs.utah.edu/~gback/process/,phishing
sharkysoft.com/software/java/lava/,phishing
www.jezuk.co.uk/cgi-bin/view/mango,phishing
www4.informatik.uni-erlangen.de/Projects/PM/Java/,phishing
www.hexatech.com/jviewpro.html,phishing
members.tripod.com/tanmaykm/work/download/talkative/index.html,phishing
sourceforge.net/projects/jtutilities/,phishing
www.keyoti.com/products/creditcardpack/,phishing
www.functologic.com/orbital/,phishing
www.ifthentechnology.com/toolkit.asp,phishing
'faculty.cs.wwu.edu/martin/Software\%20Packages/lamborne/Default.htm',phishing
arianne.sourceforge.net/index.php?arianne_url=servers/server_marauroa,phishing
dbs.mathematik.uni-marburg.de/?search=Research_Projects_XXL,phishing
sourceforge.net/projects/esslibraries/,phishing
www.smardec.com/products/jndi.html,phishing
users.belgacombusiness.net/arci/applet/,phishing
freshmeat.net/projects/authtoken/,phishing
code.google.com/p/google-gson/,phishing
www.jcraft.com/jzlib/,phishing
jakarta.apache.org/ecs/,phishing
www.w3.org/Style/CSS/SAC/,phishing
www.americancoders.com/OpenBusinessObjects/,phishing
www.hunnysoft.com/jmime/,phishing
sourceforge.net/projects/edi4j/,phishing
northconcepts.com/data-pipeline/,phishing
sourceforge.net/projects/csvjdbc/,phishing
ostermiller.org/utils/CSV.html,phishing
www.ricebridge.com/products/csvman.htm,phishing
lobobrowser.org/cobra.jsp,phishing
www.csg.is.titech.ac.jp/~chiba/javassist/,phishing
www.gnu.org/software/kawa/api/gnu/bytecode/package-summary.html,phishing
www.ej-technologies.com/products/jclasslib/overview.html,phishing
teatrove.sourceforge.net/trove.html,phishing
www.davisor.com/offisor/index.html,phishing
www.extentech.com/estore/product_detail.jsp?product_group_id=1,phishing
www.andykhan.com/jexcelapi/,phishing
auxilii.com/msgparser/,phishing
big.faceless.org/products/pdf/,phishing
snowtide.com/PDFTextStream,phishing
www.cete.com/Products/DynamicPDFforJava/Generator.csp,phishing
www.ilog.com/products/jviews/,phishing
www.nwoods.com/go/jgo.htm,phishing
www.darwinsys.com/freeware/XColor.jar,phishing
www.bluering.nl/imagetoolz/index.html,phishing
my.execpc.com/~larryhr/viewer/imageviewer.html,phishing
geosoft.no/graphics/,phishing
www.virtualmachine.com/java/,phishing
sourceforge.net/projects/jiu/,phishing
sourceforge.net/projects/jiggler/,phishing
www.swfm.com/mica/index.htm,phishing
java.sun.com/products/java-media/3D/,phishing
www.drdobbs.com/architecture-and-design/184414263,phishing
www.cmlab.csie.ntu.edu.tw/~robin/JavaGL/,phishing
objectplanet.com/EasyCharts/,phishing
www.jinsight.com/jetchart/,phishing
ptolemy.eecs.berkeley.edu/java/ptplot/,phishing
sourceforge.net/projects/jopenchart,phishing
www.ilog.com/products/jviews/charts/,phishing
www.netcat.li/java-graph-and-chart-engine/,phishing
www.java4less.com/charts_e.htm,phishing
www.bablokb.de/plotlib/index.html,phishing
big.faceless.org/products/graph/,phishing
www.advsofteng.com/cdjava.html,phishing
www.jfree.org/jfreechart/,phishing
quies.net/java/math/plot/,phishing
www.netronic.com/gantt/gantt-charts.html,phishing
www.tc33.org/projects/jheatchart/,phishing
catcode.com/pngencoder/,phishing
www.shetline.com/java.shtml,phishing
java.sun.com/products/jimi/,phishing
www.acme.com/java/software/Acme.JPM.Encoders.GifEncoder.html,phishing
rsb.info.nih.gov/ij/,phishing
java.sun.com/products/java-media/jai/,phishing
www.lizardworks.com/libs.html,phishing
objectplanet.com/PngEncoder/,phishing
code.google.com/p/javapng/,phishing
www.accusoft.com/java.htm,phishing
www.japisoft.com/syntaxcolor/,phishing
sourceforge.net/projects/zeus-jscl/,phishing
www.eltima.com/products/visual-java-library/,phishing
www.jproductivity.com/products/components/,phishing
www.softframeworks.com/products/products.php,phishing
www.scientific.gr/html/components.html,phishing
www.buglerock.com/calendar/,phishing
www.bmsi.com/tuipeer/,phishing
www.smardec.com/products/mouse-gestures.html,phishing
code.google.com/p/visural-wicket/,phishing
www.zookitec.com/explicitlayout.html,phishing
braindamage.org/htmllayoutdocs/,phishing
www.jgoodies.com/freeware/forms/,phishing
hp.vector.co.jp/authors/VA008030/swing/,phishing
www.geekfarm.org/emeade/teknolust_plaf/index.html,phishing
www.desnoix.com/guillaume/slaf/,phishing
snow.utoronto.ca/index.php?option=com_content&amp;task=view&amp;id=132&amp;Itemid=91,phishing
sourceforge.net/projects/napkinlaf/,phishing
www.javasoft.de/jsf/public/products/synthetica,phishing
www.hillenbrand.name/3dlf/index.shtml,phishing
en.wikipedia.org/wiki/Pluggable_look_and_feel,phishing
www.teilo.net/software/CEJavaComm/,phishing
www.jproductivity.com/products/protection/,phishing
www.smardec.com/products/license4j.html,phishing
www.bbdsoft.com/license-enforcer.html,phishing
www.websina.com/products/jlicense.html,phishing
sourceforge.net/projects/javalog/,phishing
www.trustice.com/java/syslog/,phishing
jcp.org/en/jsr/detail?id=047,phishing
www.dankomannhaupt.de/projects/,phishing
www.theobjectguy.com/javalog/,phishing
logging.apache.org/log4j/,phishing
nicolas.dutertry.com/jalore/,phishing
users.belgacombusiness.net/arci/math/,phishing
www.held-mueller.de/JMatLink/,phishing
www2.hursley.ibm.com/decimalj/,phishing
math.nist.gov/javanumerics/,phishing
www.bestcode.com/html/jbcparser.html,phishing
ostermiller.org/utils/SignificantFigures.html,phishing
www.spaceroots.org/software/mantissa/index.html,phishing
www.axlradius.com/freestuff/Free.htm,phishing
dsd.lbl.gov/~hoschek/colt/,phishing
www.singularsys.com/autoabacus/,phishing
www.singularsys.com/jep/,phishing
java.sun.com/products/jce/,phishing
www.mozilla.org/projects/security/pki/jss/,phishing
www.christopher-wolf.de/hfe/,phishing
developer.gauner.org/flexicrypt/,phishing
www.rsa.com/node.aspx?id=1204,phishing
logi.org/logi.crypto/,phishing
www.rtfm.com/puretls/,phishing
www.jscape.com/inetfactory/index.html,phishing
www.risc.uni-linz.ac.at/software/daj/,phishing
www.openldap.org/jldap/,phishing
www.cs.unibo.it/~rossi/jada/,phishing
www.erights.org/elib/,phishing
sourceforge.net/projects/jbot/,phishing
www.centerkey.com/java/browser/,phishing
www.brendonwilson.com/projects/jxta-book/,phishing
www.sun.com/software/webnfs/ds-webnfs.xml,phishing
www.funambol.com/opensource/,phishing
www.gnome.sk/Dwarf/dwarf.html,phishing
www.jscape.com/sshfactory/,phishing
www.3sp.com/showTerminal.do,phishing
ws.apache.org/soap/,phishing
www.semispace.org/semispace/,phishing
www.jscape.com/secureinetfactory/,phishing
www.jscape.com/sftp/,phishing
www.enterprisedt.com/products/edtftpjssl/overview.html,phishing
www.enterprisedt.com/downloads/ftp.html,phishing
www.jsnmp.com/products.html,phishing
www.excelsior-usa.com/xfunction.html,phishing
www.teamdev.com/jniwrapper/,phishing
java.net/projects/jna,phishing
www.hpl.hp.com/personal/Jean_Tourrilhes/IrDA/Java.html,phishing
www.java400.de/Javactpe.htm,phishing
www.trustice.com/java/jnireg/,phishing
www.must.de/Jareport.htm,phishing
www.jpackages.com/jtray/,phishing
www.jpackages.com/jflashplayer/,phishing
www.jtheory.com/jdring.html,phishing
www.sauronsoftware.it/projects/cron4j/,phishing
oreilly.com/java/archive/quartz.html,phishing
www.hughreid.com/gos4j/,phishing
www.pitman.co.za/projects/charva/,phishing
www.nongnu.org/jcurzez/,phishing
sourceforge.net/projects/webtrans/,phishing
ostermiller.org/syntax/,phishing
www.keyoti.com/products/rapidspell/,phishing
www.builtsoftware.com/products/StringTheory/,phishing
sharkysoft.com/software/java/lava3/printf/,phishing
sourceforge.net/projects/jtextcheck/,phishing
johannburkard.de/software/stringsearch/,phishing
www.java4less.com/ocrtools/ocrtools.php,phishing
gee.cs.oswego.edu/dl/classes/EDU/oswego/cs/dl/util/concurrent/intro.html,phishing
code.google.com/p/jkeylockmanager/,phishing
www.acme.com/java/software/,phishing
www.gnu.org/software/java/java.html,phishing
pleac.sourceforge.net/pleac_java/,phishing
www.vyomworld.com/source/LanguageHome.asp?LangId=5,phishing
www.manageability.org/blog/opensource/view,phishing
gee.cs.oswego.edu/dl/html/javaCodingStd.html,phishing
www.ontko.com/java/java_coding_standards.html,phishing
java.sun.com/docs/codeconv/,phishing
java.sun.com/j2se/javadoc/writingdoccomments/index.html,phishing
www.squarebox.co.uk/download/javatips.html,phishing
geosoft.no/development/javastyle.html,phishing
www.mindprod.com/jgloss/unmain.html,phishing
www.ambysoft.com/essays/javaCodingStandards.html,phishing
membres.multimania.fr/beust/naming/,phishing
tech.groups.yahoo.com/group/a1ajavajobs/,phishing
www.hott-software-training.com/Java-Training.htm,phishing
www.accelebrate.com/java_training/,phishing
www.artima.com/seminars/,phishing
java.sun.com/javaone/,phishing
www.devtownstation.com/Index.asp?topic_id=1,phishing
www.jwz.org/doc/java.html,phishing
www.softpanorama.org/Lang/java.shtml,phishing
www.servlets.com/soapbox/problems-jsp.html,phishing
www.guild.net/~schwern/papers/Why_I_Am_Not_A_Java_Programmer/why.html,phishing
www.javacoffeebreak.com/articles/jdbc/,phishing
www.ambysoft.com/essays/persistenceLayer.html,phishing
www.javaworld.com/channel_content/jw-jdbc-index.html,phishing
www.datadirect.com/developer/jdbc/topics/perfoptjdbc/index.ssp,phishing
www.tneumann.de/sod/index.html,phishing
www.w3apps.com/index.jsp,phishing
www.mckoi.com/database/,phishing
www.stormpages.com/mindlab/,phishing
sarovar.org/projects/javadbf/,phishing
boilerbay.com/infinitydb/,phishing
