ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
80097,Philip Morris to End Australian Cigarette Production,http://www.nasdaq.com/article/philip-morris-to-end-australian-cigarette-production-20140401-01305,NASDAQ,b,dSyY6Arm8Lerl8M_FuVrHZZU6BMjM,www.nasdaq.com,1396429011726
80098,180 jobs lost as Philip Morris pulls out of Moorabbin factory,http://www.heraldsun.com.au/leader/south-east/jobs-lost-as-philip-morris-pulls-out-of-moorabbin-factory/story-fngnvmhm-1226872274590,Herald Sun,b,dSyY6Arm8Lerl8M_FuVrHZZU6BMjM,www.heraldsun.com.au,1396429011945
80099,Philip Morris to Shut Australian Cigarette Plant After 60 Years,http://www.thejakartaglobe.com/business/philip-morris-shut-australian-cigarette-plant-60-years/,Jakarta Globe,b,dSyY6Arm8Lerl8M_FuVrHZZU6BMjM,www.thejakartaglobe.com,1396429012288
80100,Philip Morris Says to End Australian Cigarette Manufacturing,http://online.wsj.com/article/BT-CO-20140401-712355.html,Wall Street Journal,b,dSyY6Arm8Lerl8M_FuVrHZZU6BMjM,online.wsj.com,1396429012539
80101,Company moves shed more Aust jobs,http://www.skynews.com.au/topstories/article.aspx\?id=963493,Sky News Australia,b,dSyY6Arm8Lerl8M_FuVrHZZU6BMjM,www.skynews.com.au,1396429012982
80102,Markets advance on manufacturing data,http://www.thestarphoenix.com/business/Markets+advance+manufacturing+data/9689408/story.html,StarPhoenix,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.thestarphoenix.com,1396429236726
80103,Canadian stock market moves up on strong industrial data,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=210078,Shanghai Daily \(subscription\),b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.shanghaidaily.com,1396429236932
80104,Stock markets end higher with US manufacturing numbers leading optimism,http://www.globalpost.com/dispatch/news/the-canadian-press/140401/tsx-appears-headed-another-positive-opening-amid-fresh-econo,GlobalPost,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.globalpost.com,1396429237376
80105,MARKET REPORT: Stock markets end higher with US manufacturing numbers  ...,http://thechronicleherald.ca/business/1197287-market-report-stock-markets-end-higher-with-us-manufacturing-numbers-leading-optimi,TheChronicleHerald.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,thechronicleherald.ca,1396429237557
80106,"CANADA STOCKS-US data, Fed stance push TSX higher",http://in.reuters.com/article/2014/04/01/markets-canada-stocks-idINL1N0MT1ST20140401,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429237830
80107,"CANADA STOCKS-TSX ends higher on US data, Fed comments",http://in.reuters.com/article/2014/04/01/markets-canada-stocks-closer-idINL1N0MT1QP20140401,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429238029
80108,US stock index breaks through all-time high,http://globalnews.ca/news/1242975/us-stock-index-breaks-through-all-time-high/,Globalnews.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,globalnews.ca,1396429238249
80109,Closing Bell: Markets end higher as US manufacturing numbers drive optimism,http://www.leaderpost.com/business/fp/Closing+Bell+Markets+higher+manufacturing+numbers+drive+optimism/9687172/story.html,Regina Leader-Post,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.leaderpost.com,1396429238522
80110,Toronto Stocks Close Higher as Industrials Continue to Gain,http://online.wsj.com/article/BT-CO-20140401-710324.html,Wall Street Journal,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,online.wsj.com,1396429238760
80111,US manufacturing data fuels markets,http://www.thestar.com/business/2014/04/01/us_manufacturing_data_fuels_markets.html,Toronto Star,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.thestar.com,1396429239062
80112,"US data, Fed stance push TSX higher",http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140401&amp;id=17486956,MSN Money,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,money.msn.com,1396429239255
80113,Stock markets higher with US manufacturing numbers leading optimism,http://lethbridgeherald.com/business/2014/04/01/stock-markets-higher-with-us-manufacturing-numbers-leading-optimism/,Lethbridge Herald,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,lethbridgeherald.com,1396429239440
80114,Toronto stays positive at noon,http://www.baystreet.ca/articles/MarketUpdates.aspx\?id=17665,Baystreet.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.baystreet.ca,1396429239656
80115,The close: S&P 500 ends at highest level ever,http://www.theglobeandmail.com/globe-investor/inside-the-market/market-updates/the-close-sp-500-ends-at-highest-level-ever/article17758919/,The Globe and Mail,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.theglobeandmail.com,1396429240285
80116,"North American stock markets gain on economic data, US Fed comments",http://www.capebretonpost.com/Business/2014-04-01/article-3673269/North-American-stock-markets-gain-on-economic-data-US-Fed-comments/1,Cape Breton Post,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.capebretonpost.com,1396429240520
80117,At midday: S&P 500 hits record high,http://www.theglobeandmail.com/globe-investor/inside-the-market/market-updates/at-midday-sp-500-hits-record-intraday-high/article17754173/,The Globe and Mail,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.theglobeandmail.com,1396429240771
80118,CANADA STOCKS-TSX advances as Fed hopes drive broad gains,http://in.reuters.com/article/2014/04/01/markets-canada-stocks-idINL1N0MT0TO20140401,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429241023
80119,North American stock markets gain after encouraging data,http://www.ctvnews.ca/business/north-american-stock-markets-gain-after-encouraging-data-1.1755016,CTV News,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.ctvnews.ca,1396429241225
80120,TSX advances as Fed hopes drive broad gains,http://ca.reuters.com/article/businessNews/idCABREA300VR20140401,Reuters Canada,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,ca.reuters.com,1396429241443
80121,"North American stock markets gain after US Fed comments, mixed global  ...",http://lethbridgeherald.com/business/2014/04/01/north-american-stock-markets-gain-after-us-fed-comments-mixed-global-indicators/,Lethbridge Herald,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,lethbridgeherald.com,1396429241650
80122,"Stocks up in early trading after US Fed comments, mixed global indicators",http://www.stockhouse.com/news/market-updates/2014/04/01/stocks-up-early-trading-after-us-fed-comments-mixed-global-indicators,Stockhouse,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.stockhouse.com,1396429241913
80123,Toronto stock market moves higher amid fresh economic data,http://lethbridgeherald.com/business/2014/04/01/toronto-stock-market-moves-higher-amid-fresh-economic-data/,Lethbridge Herald,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,lethbridgeherald.com,1396429242123
80124,CANADA STOCKS-TSX opens higher after Fed's supportive comments,http://in.reuters.com/article/2014/04/01/markets-canada-stocks-opener-idINL1N0MT0NK20140401,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429242307
80125,"Toronto Stock Exchange, TSX, markets, April 1, gold, oil, dollar,",http://www.cp24.com/news/toronto-stock-market-moves-higher-amid-fresh-economic-data-1.1755129,CP24 Toronto's Breaking News,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.cp24.com,1396429242543
80126,CANADA STOCKS-TSX set to open higher as Fed comments ease concerns,http://af.reuters.com/article/metalsNews/idAFL4N0MT3FK20140401,Reuters Africa,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,af.reuters.com,1396429242769
80127,Toronto stocks rise on rebound in GDP,http://www.leaderpost.com/business/Toronto+stocks+rise+rebound/9684690/story.html,Regina Leader-Post,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.leaderpost.com,1396429243018
80128,Canadian stocks rise over economic growth,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=209835,Shanghai Daily \(subscription\),b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.shanghaidaily.com,1396429243212
80129,"NEW YORK, NY - US stocks are closing higher as the market posts a meagre  ...",http://www.castanet.net/edition/news-story-112150-6-.htm,Castanet.net,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.castanet.net,1396429243496
80130,Markets applaud Fed words,http://www.baystreet.ca/articles/marketupdates.aspx\?articleid=17652,Baystreet.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.baystreet.ca,1396429243734
80131,"Toronto stock market closes higher after Canadian data, US Fed comment",http://www.timescolonist.com/business/toronto-stock-market-closes-higher-after-canadian-data-us-fed-comment-1.936412,Times Colonist,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.timescolonist.com,1396429243977
80132,"CANADA STOCKS-TSX rises on Fed remarks, posts ninth month of gains",http://in.reuters.com/article/2014/03/31/markets-canada-stocks-idINL1N0MS1R220140331,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429244204
80133,"MARKET REPORT: TSX closes higher after Cdn data, US Fed comment",http://thechronicleherald.ca/business/1197047-market-report-tsx-closes-higher-after-cdn-data-us-fed-comment,TheChronicleHerald.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,thechronicleherald.ca,1396429244397
80134,"Toronto stock market buoyed by Canadian data, U.S. Fed comment",http://www.calgaryherald.com/business/Toronto+stock+market+buoyed+Canadian+data+comment/9682904/story.html,Calgary Herald,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.calgaryherald.com,1396429244598
80135,"TSX closes higher after Canadian data, U.S. Fed comment",http://www.cp24.com/news/tsx-closes-higher-after-canadian-data-u-s-fed-comment-1.1753431,CP24 Toronto's Breaking News,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.cp24.com,1396429245026
80136,"Closing Bell: TSX closes higher after Canadian data, U.S. Fed comment",http://business.financialpost.com/2014/03/31/closing-bell-tsx-closes-higher-after-canadian-data-u-s-fed-comment/,Financial Post,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,business.financialpost.com,1396429245268
80137,CANADA STOCKS-TSX ends higher after Fed comments,http://in.reuters.com/article/2014/03/31/markets-canada-stocks-closer-idINL1N0MS1M420140331,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429245562
80138,The close: Stocks end higher with help of Yellen comments,http://www.theglobeandmail.com/globe-investor/inside-the-market/market-updates/the-close-stocks-end-higher-with-help-of-yellen-comments/article17745640/,The Globe and Mail,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.theglobeandmail.com,1396429245751
80139,Toronto Stocks Close Higher; Industrials Lead,http://online.wsj.com/article/BT-CO-20140331-711328.html,Wall Street Journal,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,online.wsj.com,1396429246048
80140,Strong economic data drives markets,http://www.thestar.com/business/2014/03/31/strong_economic_data_drives_markets.html,Toronto Star,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.thestar.com,1396429246255
80141,TSX higher,http://www.advisor.ca/investments/market-insights/tsx-higher-42-148489,Advisor.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.advisor.ca,1396429246468
80142,Canadian Stocks End Strong Quarter On A High Note -- Canadian Commentary,http://www.rttnews.com/2295208/canadian-stocks-end-strong-quarter-on-a-high-note-canadian-commentary.aspx,RTT News,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.rttnews.com,1396429246686
80143,"TSX rises on Fed remarks, posts ninth month of gains",http://ca.reuters.com/article/businessNews/idCABREA2U0T920140331,Reuters Canada,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,ca.reuters.com,1396429246988
80144,Toronto stock market stays higher after positive view of Canadian economy,http://www.globalpost.com/dispatch/news/the-canadian-press/140331/tsx-set-open-higher-overseas-markets-mixed,GlobalPost,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.globalpost.com,1396429247384
80145,TSX advances as Fed signals support to US economy,http://www.proactiveinvestors.com/companies/news/53098/tsx-advances-as-fed-signals-support-to-us-economy-53098.html,Proactive Investors USA \& Canada,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.proactiveinvestors.com,1396429247572
80146,Positive start to the week,http://www.baystreet.ca/articles/MarketUpdates.aspx\?id=17648,Baystreet.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.baystreet.ca,1396429247760
80147,CANADA STOCKS-TSX climbs as Fed reassures markets,http://in.reuters.com/article/2014/03/31/markets-canada-stocks-idINL1N0MS0PN20140331,Reuters,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,in.reuters.com,1396429247967
80148,TSX Rises As Canadian Economy Picks Up -- Canadian Commentary,http://www.rttnews.com/2295107/tsx-rises-as-canadian-economy-picks-up-canadian-commentary.aspx,RTT News,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.rttnews.com,1396429248213
80149,"TSX set to open higher, Dollar rises",http://www.ottawacitizen.com/business/open+higher+Dollar+rises/9681226/story.html,Ottawa Citizen,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.ottawacitizen.com,1396429248473
80150,"Stocks higher in early trading after positive view of Canadian economy, Telus  ...",http://www.stockhouse.com/news/market-updates/2014/03/31/stocks-higher-early-trading-after-positive-view-canadian-economy-telus-t-t-ceo,Stockhouse,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.stockhouse.com,1396429248707
80151,Toronto could move higher,http://www.baystreet.ca/articles/MarketUpdates.aspx\?id=17645,Baystreet.ca,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.baystreet.ca,1396429248901
80152,"TSX climbs on GDP growth, Wall Street leaps higher",http://business.financialpost.com/2014/03/31/tsx-climbs-on-gdp-growth-wall-street-leaps-higher/,Financial Post,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,business.financialpost.com,1396429249078
80153,"At the open: Energy, banks pull TSX higher",http://www.theglobeandmail.com/globe-investor/inside-the-market/market-updates/at-the-open-energy-banks-pull-tsx-higher/article17735791/,The Globe and Mail,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,www.theglobeandmail.com,1396429249263
80154,"CANADA STOCKS-TSX opens higher as energy, bank shares gain",http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140331&amp;id=17480220,MSN Money,b,dIRUoyFVcDnZSdMmUjYFMcKsm40uM,money.msn.com,1396429249505
80155,Euro-Zone Producer Prices Fall,http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-498023/,Wall Street Journal,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,stream.wsj.com,1396429586118
80156,German Bonds Fall Amid Bets ECB Will Refrain From New Stimulus,http://www.bloomberg.com/news/2014-04-02/german-bonds-fall-amid-bets-ecb-will-refrain-from-new-stimulus.html,Bloomberg,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.bloomberg.com,1396429586263
80157,"Dollar, euro higher ahead of jobs data, ECB",http://www.cnbc.com/id/101545673,CNBC.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.cnbc.com,1396429586476
80158,Dollar Advances to Two-Month High Versus Yen Before Job Report,http://www.businessweek.com/news/2014-04-01/dollar-holds-gain-versus-aussie-kiwi-as-data-signal-jobs-growth,Businessweek,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.businessweek.com,1396429586694
80159,European Factors to Watch-Shares set to gain for 7th straight session,http://www.reuters.com/article/2014/04/02/markets-europe-factors-idUSL5N0MU0XF20140402,Reuters,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.reuters.com,1396429586896
80160,Ahead of the ECB meeting tomorrow Schroders comments on the rising risk of  ...,http://www.economicvoice.com/ahead-of-the-ecb-meeting-tomorrow-schroders-comments-on-the-rising-risk-of-european-deflation/,The Economic Voice,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.economicvoice.com,1396429587106
80161,"FOREX-Dollar, euro higher ahead of jobs data, ECB",http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140402&amp;id=17488016,MSN Money,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,money.msn.com,1396429587354
80162,"Yen extends slide as equities rally, euro firms before ECB",http://uk.reuters.com/article/2014/04/02/uk-markets-forex-idUKBREA2205O20140402\?type=GCA-ForeignExchange,Reuters UK,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,uk.reuters.com,1396429587534
80163,ECB's Constancio Says No Deflation Seen as Recovery Gains,http://www.businessweek.com/news/2014-04-01/ecb-s-constancio-says-no-deflation-seen-as-recovery-cuts-slack,Businessweek,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.businessweek.com,1396429587743
80164,Eurozone Unemployment Still Below 12%,http://www.actionforex.com/analysis/daily-forex-fundamentals/eurozone-unemployment-still-below-12%25-20140402212333/,Action Forex,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.actionforex.com,1396429587987
80165,"No deflation risk in eurozone, says ECB vice president",http://www.fundweb.co.uk/news-and-analysis/europe/no-deflation-risk-in-eurozone-says-ecb-vice-president/2008737.article,Fundweb,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.fundweb.co.uk,1396429588248
80166,The growth rate in Germany will be approximately 2%,http://www.fxstreet.com/analysis/expert-commentary/2014/04/02/,FXstreet.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.fxstreet.com,1396429588456
80167,Thank Europe for the stock market's next rally,http://www.marketwatch.com/story/thank-europe-for-the-stock-markets-next-rally-2014-04-02,MarketWatch,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.marketwatch.com,1396429588692
80168,EUR/USD is back above 1.38,http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=f0375024-29ee-4cd6-bec8-c0fa01e5fae8,FXstreet.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.fxstreet.com,1396429588893
80169,European Factors to Watch-Shares set to extend rally to seven days,http://www.qfinance.com/market-news\?id=urn:newsml:reuters.com:20140402:nL5N0MU0XF:2,QFINANCE.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.qfinance.com,1396429589130
80170,Why the ECB has to act... versus why it shouldn't,http://www.cnbc.com/id/101544025,CNBC.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.cnbc.com,1396429589354
80171,"FOREX-Yen extends slide as equities rally, euro firms before ECB",http://in.reuters.com/article/2014/04/02/markets-forex-idINL4N0MT4ZT20140402,Reuters,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,in.reuters.com,1396429589565
80172,Euro zone manufacturing PMI down slightly to 53 in March,http://gantdaily.com/2014/04/01/euro-zone-manufacturing-pmi-down-slightly-to-53-in-march/,Gant Daily,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,gantdaily.com,1396429589925
80173,Dollar dips in New York,http://www.brecorder.com/money-a-banking/198/1168771/,Business Recorder,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.brecorder.com,1396429590218
80174,Dollar hovers near two-week high in Asia,http://www.brecorder.com/money-a-banking/198/1168774/,Business Recorder,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.brecorder.com,1396429590419
80175,Yen grinds lower in London,http://www.brecorder.com/money-a-banking/198/1168773/,Business Recorder,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.brecorder.com,1396429590712
80176,"Euro boosted by Yellen speech, yen sinks on small Tankan gain",http://www.themalaymailonline.com/money/article/euro-boosted-by-yellen-speech-yen-sinks-on-small-tankan-gain,The Malay Mail Online,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.themalaymailonline.com,1396429590905
80177,Dollar Plunges Ahead of Release of Non-Farm Payrolls Report on Friday,http://www.forexminute.com/forex-tips/dollar-plunges-ahead-of-release-of-non-farm-payrolls-report-on-friday-27196,ForexMinute.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.forexminute.com,1396429591132
80178,"Yen still friendless, euro firms ahead of ECB",http://www.reuters.com/article/2014/04/01/us-markets-forex-idUSBREA2211320140401,Reuters,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.reuters.com,1396429591436
80179,"FOREX-Yen still friendless, euro firms ahead of ECB",http://in.reuters.com/article/2014/04/01/markets-forex-idINL4N0MT4V320140401,Reuters,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,in.reuters.com,1396429591644
80180,Draghi's Attempt to Talk Down Euro Lost on Traders: Currencies,http://www.bloomberg.com/news/2014-04-01/draghi-s-attempt-to-talk-down-euro-lost-on-traders-currencies.html,Bloomberg,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.bloomberg.com,1396429591842
80181,ECB sees no deflation,http://news.investors.com/040114-695503-ecb-sees-no-deflation.htm,Investor's Business Daily,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,news.investors.com,1396429592051
80182,Dollar declines ahead of Friday's US jobs report,http://economictimes.indiatimes.com/markets/forex/dollar-declines-ahead-of-fridays-us-jobs-report/articleshow/33094581.cms,Economic Times,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,economictimes.indiatimes.com,1396429592331
80183,'No deflation prospects' in Europe: ECB,http://www.businesstimes.com.sg/breaking-news/world/no-deflation-prospects-europe-ecb-20140402,Business Times \(subscription\),b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.businesstimes.com.sg,1396429592524
80184,Euro boosted by Yellen,http://www.skynews.com.au/businessnews/article.aspx\?id=963453,Sky News Australia,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.skynews.com.au,1396429592732
80185,Euro boosted by Yellen; yen sinks on small Tankan gain,http://www.channelnewsasia.com/news/business/euro-boosted-by-yellen/1056084.html,Channel News Asia,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.channelnewsasia.com,1396429593020
80186,EURO – Preview – ECB to remain on hold on Thursday?,http://www.fxstreet.com/news/forex-news/article.aspx\?storyid=b7c84f57-7d70-4820-8f7a-a8ffd5083c60,FXstreet.com,b,dX8YvMGOFW4FIcMxQOAxjMru4LN7M,www.fxstreet.com,1396429593314
